시간,등급,가격,이름,개봉여부,미세손상,외관손상,내부LCD손상,화면잔상,기능불량
NEW,A,"85,000",갤럭시 A9 (2018) 128GB,개봉,없음,없음,없음,없음,없음
4분 전,D,"227,000",아이폰 13 미니 128GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,배터리성능저하
5분 전,C,"71,000",갤럭시 S10E 128GB,개봉,없음,전면,없음,없음,없음
5분 전,D,"389,000",아이폰 12 프로 맥스 128GB,개봉,없음,"전면, 후면, 테두리",없음,없음,배터리성능저하
11분 전,E,"123,000",갤럭시S21 울트라 256GB,개봉,"전면, 테두리","전면, 테두리",LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
11분 전,A,"135,000",갤럭시 A90 128GB,개봉,없음,없음,없음,없음,없음
14분 전,D,"227,000",아이폰 13 미니 128GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,배터리성능저하
16분 전,B,"679,000",아이폰 13 프로맥스 256GB,개봉,테두리,없음,없음,없음,없음
19분 전,C,"192,000",갤럭시 노트 10 플러스 512GB,개봉,전면,후면,없음,없음,없음
19분 전,E,"20,000",갤럭시 노트 10 256GB,개봉,테두리,"전면, 테두리",LCD 파손,터치,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
20분 전,D,"145,000",아이폰 XR 128GB,개봉,없음,전면,없음,없음,없음
24분 전,D,"65,000",아이폰 SE3 (2022) 128GB,개봉,전면,전면,없음,없음,생체인식
25분 전,A,"317,000",아이폰 11 프로 256GB,개봉,없음,없음,없음,없음,없음
28분 전,C,"71,000",갤럭시 S10E 128GB,개봉,테두리,전면,없음,없음,없음
29분 전,C,"88,000",아이폰 8 256GB,개봉,없음,테두리,없음,없음,없음
29분 전,F,"20,000",아이폰 11 프로 256GB,개봉,없음,없음,없음,없음,"생체인식, 전원, 충전, 배터리성능저하"
32분 전,E,"1,000",아이패드 에어 4세대 Wifi 64GB,개봉,없음,없음,LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
34분 전,D,"349,000",아이폰 12 프로 256GB,개봉,"전면, 테두리",없음,없음,없음,배터리성능저하
36분 전,D,"252,000",아이폰 11 프로 맥스 64GB,개봉,"전면, 후면, 테두리",후면,없음,없음,없음
37분 전,D,"182,000",아이폰 12 미니 128GB,개봉,테두리,없음,없음,없음,배터리성능저하
48분 전,D,"267,000",아이폰 13 미니 128GB,개봉,없음,없음,없음,없음,배터리성능저하
48분 전,A,"344,000",아이폰 12 128GB,개봉,없음,없음,없음,없음,없음
49분 전,C,"83,000",갤럭시 노트 8 256GB,개봉,없음,테두리,없음,없음,없음
52분 전,A,"557,000",아이폰 12 프로 맥스 256GB,개봉,없음,없음,없음,없음,없음
53분 전,D,"182,000",아이폰 12 미니 128GB,개봉,"전면, 후면, 테두리",없음,없음,없음,배터리성능저하
57분 전,A,"118,000",갤럭시 A23 128GB,개봉,없음,없음,없음,없음,없음
57분 전,D,"257,000",아이폰 11 프로 256GB,개봉,없음,후면,없음,없음,배터리성능저하
59분 전,C,"415,000",아이폰 13 프로 128GB,개봉,없음,후면,없음,없음,없음
60분 전,D,"225,000",아이폰 11 프로 256GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,없음
1시간 전,D,"182,000",아이폰 12 미니 128GB,개봉,"전면, 테두리",테두리,없음,없음,배터리성능저하
1시간 전,C,"412,000",아이폰 14 128GB,개봉,없음,테두리,없음,없음,없음
1시간 전,D,"192,000",아이폰 12 64GB,개봉,테두리,테두리,없음,없음,배터리성능저하
1시간 전,D,"312,000",아이폰 12 프로 128GB,개봉,"전면, 테두리",테두리,없음,없음,배터리성능저하
1시간 전,A,"452,000",아이폰 11 프로 맥스 512GB,개봉,없음,없음,없음,없음,없음
1시간 전,B,"165,000",아이폰 X 64GB,개봉,테두리,없음,없음,없음,없음
1시간 전,B,"324,000",갤럭시 S22 256GB,개봉,테두리,없음,없음,없음,없음
1시간 전,D,"25,000",아이폰 8 64GB,개봉,테두리,"전면, 후면",없음,없음,생체인식
1시간 전,A,"634,000",갤럭시 S22 울트라 256GB,개봉,없음,없음,없음,없음,없음
1시간 전,D,"152,000",아이폰 11 128GB,개봉,테두리,테두리,없음,없음,없음
1시간 전,B,"317,000",아이폰 11 프로 256GB,개봉,테두리,없음,없음,없음,없음
1시간 전,B,"510,000",아이폰 13 256GB,개봉,테두리,없음,없음,없음,없음
2시간 전,C,"142,000",아이폰 SE3 (2022) 128GB,개봉,없음,테두리,없음,없음,없음
2시간 전,E,"40,000",아이폰 X 64GB,개봉,"전면, 후면","전면, 후면",없음,없음,"카메라, 생체인식, 배터리성능저하"
2시간 전,A,"45,000",갤럭시 A10 32GB,개봉,없음,없음,없음,없음,없음
2시간 전,E,"110,000",아이폰 11 64GB,개봉,"전면, 테두리","전면, 후면, 테두리",LCD 파손,배터리성능저하,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
2시간 전,E,"25,000",갤럭시 S10 128GB,개봉,테두리,"전면, 테두리",LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
2시간 전,C,"267,000",아이폰 11 프로 256GB,개봉,없음,테두리,없음,없음,없음
2시간 전,A,"105,000",갤럭시 S9 64GB,개봉,없음,없음,없음,없음,없음
2시간 전,A,"344,000",갤럭시Z플립4 256GB,개봉,없음,없음,없음,없음,없음
2시간 전,D,"322,000",아이폰 12 프로 128GB,개봉,없음,없음,없음,없음,없음
2시간 전,D,"322,000",아이폰 12 프로 128GB,개봉,"전면, 테두리",없음,없음,없음,배터리성능저하
2시간 전,F,"1,000",갤럭시 S7 32GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",LCD 파손,"카메라, 생체인식, 전원, 충전, 터치, 진동, 스피커, 마이크","F급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
3시간 전,B,"62,000",아이폰 7 128GB,개봉,후면,없음,없음,없음,없음
3시간 전,D,"322,000",아이폰 12 프로 128GB,개봉,없음,테두리,없음,없음,배터리성능저하
3시간 전,C,"182,000",아이폰 12 미니 128GB,개봉,"전면, 테두리",없음,없음,없음,없음
3시간 전,E,"17,000",갤럭시 Z플립3 256GB,개봉,"후면, 테두리",전면,LCD 파손,"터치, 카메라, 생체인식","E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
3시간 전,C,"277,000",아이폰 13 미니 128GB,개봉,없음,테두리,없음,없음,없음
3시간 전,A,"630,000",아이폰 13 프로 256GB,개봉,없음,없음,없음,없음,없음
3시간 전,C,"63,000",갤럭시 S8 64GB,개봉,없음,전면,없음,없음,없음
3시간 전,A,"354,000",갤럭시Z플립4 512GB,개봉,없음,없음,없음,없음,없음
3시간 전,D,"197,000",아이폰 11 128GB,개봉,테두리,없음,없음,없음,배터리성능저하
4시간 전,C,"267,000",아이폰 11 프로 256GB,개봉,전면,테두리,없음,없음,없음
4시간 전,E,"3,000",갤럭시 S7 엣지 32GB,개봉,"전면, 후면, 테두리",전면,없음,잔상있음,없음
4시간 전,D,"267,000",아이폰 11 프로 256GB,개봉,"전면, 테두리",후면,없음,없음,배터리성능저하
4시간 전,A,"570,000",아이폰 12 프로 맥스 256GB,개봉,없음,없음,없음,없음,없음
4시간 전,D,"197,000",아이폰 11 프로 64GB,개봉,"전면, 테두리",전면,없음,없음,배터리성능저하
4시간 전,A,"630,000",아이폰 13 프로 256GB,개봉,없음,없음,없음,없음,없음
4시간 전,S,"760,000",아이폰 13 프로 256GB,미개봉,없음,없음,없음,없음,없음
5시간 전,A,"334,000",갤럭시 S20 울트라 256GB,개봉,없음,없음,없음,없음,없음
5시간 전,F,"12,000",아이패드 9세대 Wifi 64GB,개봉,없음,없음,없음,없음,"전원, 충전"
5시간 전,A,"1,016,000",아이폰 14 프로맥스 256GB,개봉,없음,없음,없음,없음,없음
5시간 전,E,"5,000",갤럭시 Z플립 256GB,개봉,전면,전면,LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
5시간 전,D,"95,000",아이폰 SE2 (2020) 128GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,배터리성능저하
5시간 전,S,"540,000",아이패드 프로 11 4세대 Wifi 128GB,미개봉,없음,없음,없음,없음,없음
6시간 전,B,"440,000",아이폰 13 128GB,개봉,테두리,없음,없음,없음,없음
6시간 전,D,"354,000",아이폰 11 프로 맥스 512GB,개봉,"전면, 후면","전면, 후면",없음,없음,없음
6시간 전,D,"490,000",아이폰 13 프로 256GB,개봉,전면,전면,없음,없음,없음
6시간 전,A,"946,000",아이폰 14 프로맥스 128GB,개봉,없음,없음,없음,없음,없음
7시간 전,A,"650,000",아이폰 13 프로맥스 128GB,개봉,없음,없음,없음,없음,없음
7시간 전,C,"197,000",아이패드 프로 12.9 4세대 Wifi 512GB,개봉,전면,없음,없음,없음,없음
7시간 전,A,"207,000",갤럭시 S10 5G 256GB,개봉,없음,없음,없음,없음,없음
7시간 전,A,"207,000",갤럭시 S10 5G 256GB,개봉,없음,없음,없음,없음,없음
8시간 전,D,"125,000",아이폰 XR 64GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,없음
8시간 전,C,"410,000",갤럭시 S23 256GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,없음
8시간 전,E,"140,000",아이폰 XR 128GB,개봉,테두리,없음,없음,없음,"배터리성능저하, 스피커, 마이크, 진동"
8시간 전,D,"147,000",아이폰 12 미니 64GB,개봉,없음,"후면, 테두리",없음,없음,배터리성능저하
8시간 전,E,"82,000",갤럭시 Z폴드3 256GB,개봉,"후면, 테두리",후면,없음,없음,터치
8시간 전,D,"550,000",아이폰 13 프로맥스 1024GB,개봉,테두리,없음,없음,없음,"배터리성능저하, 카메라"
9시간 전,D,"497,000",아이폰 13 프로 256GB,개봉,전면,후면,없음,없음,배터리성능저하
9시간 전,C,"364,000",갤럭시Z플립5 256GB,개봉,없음,테두리,없음,없음,없음
9시간 전,A,"307,000",아이폰 SE3 (2022) 256GB,개봉,없음,없음,없음,없음,없음
10시간 전,D,"125,000",아이폰 8 플러스 64GB,개봉,없음,없음,없음,없음,배터리성능저하
10시간 전,D,"227,000",아이폰 11 프로 64GB,개봉,없음,없음,없음,없음,배터리성능저하
10시간 전,E,"147,000",아이폰 11 프로 256GB,개봉,"전면, 후면, 테두리","전면, 후면",없음,없음,"터치, 배터리성능저하"
10시간 전,D,"192,000",아이폰 12 미니 128GB,개봉,없음,"후면, 테두리",없음,없음,배터리성능저하
10시간 전,E,"137,000",갤럭시 노트 10 플러스 256GB,개봉,전면,"후면, 테두리",없음,잔상있음,없음
10시간 전,A,"495,000",아이폰 12 프로 256GB,개봉,없음,없음,없음,없음,없음
10시간 전,B,"475,000",아이폰 12 프로 512GB,개봉,테두리,없음,없음,없음,없음
10시간 전,E,"103,000",아이폰 11 64GB,개봉,전면,"전면, 테두리",LCD 파손,배터리성능저하,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
10시간 전,E,"25,000",갤럭시 S10 128GB,개봉,"전면, 테두리",전면,LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
10시간 전,B,"202,000",갤럭시 노트 10 플러스 256GB,개봉,"후면, 테두리",없음,없음,없음,없음
10시간 전,D,"610,000",아이폰 14 프로 128GB,개봉,"전면, 후면","전면, 후면",없음,없음,없음
10시간 전,D,"162,000",아이폰 13 128GB,개봉,"전면, 테두리",후면,없음,없음,배터리성능저하
10시간 전,C,"125,000",아이폰 8 플러스 64GB,개봉,없음,테두리,없음,없음,없음
11시간 전,A,"1,016,000",아이폰 14 프로맥스 256GB,개봉,없음,없음,없음,없음,없음
11시간 전,C,"359,000",아이폰 12 프로 256GB,개봉,없음,테두리,없음,없음,없음
11시간 전,D,"217,000",아이폰 11 프로 64GB,개봉,"후면, 테두리",후면,없음,없음,배터리성능저하
11시간 전,E,"425,000",아이폰 14 프로 128GB,개봉,테두리,전면,없음,잔상있음,없음
11시간 전,D,"88,000",아이폰 SE2 (2020) 128GB,개봉,"전면, 후면","전면, 테두리",없음,없음,없음
11시간 전,A,"212,000",아이폰 12 미니 64GB,개봉,없음,없음,없음,없음,없음
11시간 전,A,"410,000",아이폰 12 프로 128GB,개봉,없음,없음,없음,없음,없음
11시간 전,D,"248,000",아이폰 12 프로 128GB,개봉,후면,후면,없음,없음,"생체인식, 배터리성능저하"
11시간 전,D,"192,000",아이폰 12 64GB,개봉,"전면, 테두리","후면, 테두리",없음,없음,배터리성능저하
12시간 전,D,"2,000",아이폰 6 16GB,개봉,"후면, 테두리",없음,없음,없음,계정잠김
12시간 전,E,"90,000",아이폰 XS 256GB,개봉,테두리,후면,LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
12시간 전,D,"207,000",아이폰 11 프로 64GB,개봉,테두리,전면,없음,없음,배터리성능저하
12시간 전,E,"62,000",아이폰 12 미니 128GB,개봉,테두리,전면,LCD 파손,배터리성능저하,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
12시간 전,D,"359,000",아이폰 11 프로 맥스 256GB,개봉,없음,없음,없음,없음,배터리성능저하
12시간 전,C,"442,000",아이폰 12 프로 맥스 256GB,개봉,없음,없음,없음,없음,배터리성능저하
12시간 전,A,"339,000",아이폰 13 미니 128GB,개봉,"후면, 테두리","후면, 테두리",없음,없음,없음
12시간 전,A,"339,000",아이폰 13 미니 128GB,개봉,없음,없음,없음,없음,없음
12시간 전,B,"182,000",갤럭시 노트20 256GB,개봉,테두리,없음,없음,없음,없음
12시간 전,D,"20,000",아이폰 SE 64GB,개봉,테두리,전면,없음,없음,없음
12시간 전,C,"162,000",아이폰 XS 256GB,개봉,없음,후면,없음,없음,없음
12시간 전,D,"207,000",아이폰 11 프로 64GB,개봉,"전면, 테두리","전면, 테두리",없음,없음,없음
12시간 전,D,"182,000",아이폰 12 64GB,개봉,"전면, 후면, 테두리","후면, 테두리",없음,없음,배터리성능저하
12시간 전,E,"82,000",아이폰 13 프로 128GB,개봉,테두리,테두리,LCD 파손,"카메라, 배터리성능저하","E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
13시간 전,A,"172,000",아이폰 SE2 (2020) 128GB,개봉,없음,없음,없음,없음,없음
13시간 전,A,"105,000",갤럭시 S8 플러스 128GB,개봉,없음,없음,없음,없음,없음
13시간 전,A,"755,000",갤럭시Z폴드4 256GB,개봉,없음,없음,없음,없음,없음
13시간 전,A,"755,000",갤럭시Z폴드4 256GB,개봉,없음,없음,없음,없음,없음
13시간 전,E,"22,000",아이폰 7 32GB,개봉,"전면, 테두리","전면, 테두리",LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
13시간 전,E,"1,000",아이폰 14 프로 128GB,개봉,전면,전면,LCD 파손,"생체인식, 카메라","E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
13시간 전,A,"317,000",아이폰 XS Max 64GB,개봉,없음,없음,없음,없음,없음
13시간 전,E,"1,000",아이폰 14 프로 128GB,개봉,"전면, 후면","전면, 후면",LCD 파손,"생체인식, 카메라, 터치","E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
13시간 전,C,"415,000",아이폰 13 프로 128GB,개봉,"전면, 후면",후면,없음,없음,없음
13시간 전,A,"460,000",아이폰 13 128GB,개봉,없음,없음,없음,없음,없음
13시간 전,D,"520,000",아이폰 13 프로 256GB,개봉,없음,테두리,없음,없음,배터리성능저하
13시간 전,E,"92,000",아이폰 11 프로 256GB,개봉,테두리,없음,LCD 파손,"생체인식, 배터리성능저하","E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
13시간 전,C,"277,000",아이폰 11 프로 256GB,개봉,전면,없음,없음,없음,없음
13시간 전,D,"82,000",아이폰 SE2 (2020) 64GB,개봉,테두리,없음,없음,없음,배터리성능저하
13시간 전,C,"100,000",아이폰 SE2 (2020) 64GB,개봉,"전면, 후면, 테두리",없음,없음,없음,없음
13시간 전,D,"384,000",아이폰 13 128GB,개봉,테두리,없음,없음,없음,배터리성능저하
13시간 전,D,"312,000",아이폰 12 프로 256GB,개봉,"전면, 후면","전면, 후면",없음,없음,배터리성능저하
13시간 전,D,"322,000",아이폰 12 프로 128GB,개봉,전면,테두리,없음,없음,배터리성능저하
13시간 전,B,"227,000",갤럭시S21 플러스 256GB,개봉,테두리,없음,없음,없음,없음
13시간 전,D,"322,000",아이폰 12 프로 128GB,개봉,전면,테두리,없음,없음,배터리성능저하
13시간 전,A,"1,016,000",아이폰 14 프로맥스 256GB,개봉,전면,테두리,없음,없음,배터리성능저하
13시간 전,B,"105,000",갤럭시 S20FE 128GB,개봉,없음,없음,없음,없음,없음
13시간 전,E,"182,000",아이폰 11 프로 256GB,개봉,테두리,없음,없음,없음,없음
13시간 전,E,"182,000",아이폰 11 프로 256GB,개봉,테두리,없음,LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
13시간 전,D,"22,000",아이폰 6S 32GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,배터리성능저하
13시간 전,C,"359,000",아이폰 12 프로 256GB,개봉,없음,테두리,없음,없음,없음
14시간 전,E,"172,000",아이폰 13 프로 256GB,개봉,테두리,"전면, 후면",LCD 파손,배터리성능저하,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
14시간 전,C,"172,000",갤럭시S21 256GB,개봉,없음,"후면, 테두리",없음,없음,없음
14시간 전,C,"207,000",아이폰 11 128GB,개봉,없음,테두리,없음,없음,없음
14시간 전,A,"585,000",갤럭시 S23 256GB,개봉,없음,없음,없음,없음,없음
14시간 전,D,"120,000",갤럭시 노트 10 256GB,개봉,없음,없음,없음,없음,펜분실
14시간 전,D,"322,000",아이폰 12 프로 128GB,개봉,테두리,테두리,없음,없음,배터리성능저하
14시간 전,D,"62,000",아이폰 8 64GB,개봉,"전면, 후면, 테두리","전면, 후면",없음,없음,없음
14시간 전,D,"192,000",아이폰 12 64GB,개봉,테두리,테두리,없음,없음,배터리성능저하
14시간 전,C,"65,000",갤럭시 A90 128GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,카메라
14시간 전,A,"262,000",아이폰 12 미니 128GB,개봉,없음,없음,없음,없음,없음
14시간 전,D,"177,000",아이폰 12 미니 128GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,없음
14시간 전,F,"2,000",아이폰 6 32GB,개봉,"후면, 테두리","전면, 테두리",없음,없음,"계정잠김, 전원, 충전"
14시간 전,C,"322,000",아이폰 12 프로 128GB,개봉,테두리,테두리,없음,없음,없음
14시간 전,C,"242,000",아이폰 12 256GB,개봉,테두리,후면,없음,없음,없음
14시간 전,C,"110,000",갤럭시 노트 9 128GB,개봉,전면,전면,없음,없음,없음
14시간 전,E,"1,000",아이패드 미니 6세대 Wifi 64GB,개봉,전면,전면,LCD 파손,생체인식,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
14시간 전,C,"72,000",아이폰 8 64GB,개봉,"후면, 테두리",테두리,없음,없음,없음
14시간 전,A,"495,000",아이폰 12 프로 256GB,개봉,없음,없음,없음,없음,없음
14시간 전,B,"155,000",아이폰 SE2 (2020) 128GB,개봉,테두리,없음,없음,없음,없음
14시간 전,C,"147,000",아이폰 XS 256GB,개봉,테두리,후면,없음,없음,없음
14시간 전,D,"192,000",아이폰 12 미니 128GB,개봉,없음,없음,없음,없음,배터리성능저하
14시간 전,D,"9,000",아이패드 미니 3세대 Wifi 32GB,개봉,없음,없음,없음,없음,"배터리성능저하, 계정잠김"
14시간 전,D,"242,000",아이폰 12 128GB,개봉,테두리,없음,없음,없음,배터리성능저하
14시간 전,E,"1,000",아이폰 12 128GB,개봉,"전면, 테두리",테두리,LCD 파손,"카메라, 와이파이, 배터리성능저하","E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
14시간 전,C,"550,000",아이폰 13 프로맥스 128GB,개봉,테두리,테두리,없음,없음,없음
15시간 전,D,"345,000",아이폰 12 프로 맥스 256GB,개봉,후면,후면,없음,없음,배터리성능저하
15시간 전,D,"364,000",아이폰 13 128GB,개봉,"전면, 후면, 테두리","전면, 테두리",없음,없음,배터리성능저하
15시간 전,D,"35,000",아이패드 7세대 Wifi 32GB,개봉,없음,없음,없음,없음,배터리성능저하
15시간 전,F,"2,000",아이폰 6 16GB,개봉,없음,"전면, 테두리",LCD 파손,"전원, 생체인식, 계정잠김, 터치","F급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
15시간 전,E,"7,000",아이폰 SE 16GB,개봉,없음,"전면, 테두리",LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
15시간 전,D,"108,000",아이폰 X 64GB,개봉,전면,없음,없음,없음,배터리성능저하
15시간 전,A,"645,000",갤럭시 S22 울트라 256GB,개봉,없음,없음,없음,없음,없음
15시간 전,E,"125,000",아이폰 11 프로 64GB,개봉,전면,전면,LCD 파손,배터리성능저하,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
15시간 전,D,"77,000",아이폰 12 미니 64GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,생체인식
15시간 전,E,"247,000",아이폰 12 프로 맥스 256GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",LCD 파손,배터리성능저하,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
15시간 전,C,"242,000",아이폰 12 128GB,개봉,"후면, 테두리","후면, 테두리",없음,없음,없음
15시간 전,A,"262,000",아이폰 12 미니 128GB,개봉,없음,없음,없음,없음,없음
15시간 전,D,"192,000",아이폰 12 64GB,개봉,없음,테두리,없음,없음,배터리성능저하
15시간 전,S,"811,000",갤럭시Z플립5 256GB,미개봉,없음,없음,없음,없음,없음
15시간 전,D,"227,000",아이폰 11 프로 64GB,개봉,테두리,없음,없음,없음,배터리성능저하
15시간 전,C,"192,000",아이폰 12 미니 128GB,개봉,테두리,"후면, 테두리",없음,없음,없음
15시간 전,D,"207,000",아이폰 11 128GB,개봉,전면,없음,없음,없음,배터리성능저하
15시간 전,D,"322,000",아이폰 12 프로 128GB,개봉,없음,테두리,없음,없음,배터리성능저하
15시간 전,D,"510,000",아이폰 13 프로 256GB,개봉,전면,후면,없음,없음,배터리성능저하
15시간 전,E,"35,000",갤럭시 A31 64GB,개봉,전면,전면,LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
15시간 전,D,"242,000",아이폰 12 128GB,개봉,테두리,없음,없음,없음,배터리성능저하
15시간 전,E,"82,000",아이폰 12 미니 128GB,개봉,"후면, 테두리",없음,LCD 파손,"터치, 배터리성능저하","E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
15시간 전,E,"14,000",갤럭시 Z플립3 256GB,개봉,"전면, 후면, 테두리",테두리,LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
15시간 전,A,"95,000",갤럭시 S8 64GB,개봉,없음,없음,없음,없음,없음
15시간 전,C,"242,000",아이폰 12 128GB,개봉,없음,"후면, 테두리",없음,없음,없음
15시간 전,D,"339,000",아이폰 12 프로 256GB,개봉,전면,"전면, 테두리",없음,없음,배터리성능저하
16시간 전,C,"127,000",갤럭시 S20 128GB,개봉,없음,"후면, 테두리",없음,없음,없음
16시간 전,E,"43,000",갤럭시 S8 플러스 128GB,개봉,전면,"전면, 테두리",없음,없음,배터리성능저하
16시간 전,C,"156,000",갤럭시S21 256GB,개봉,테두리,"전면, 테두리",없음,없음,없음
16시간 전,C,"425,000",아이폰 14 128GB,개봉,"후면, 테두리",전면,없음,잔상있음,없음
16시간 전,C,"12,000",갤럭시 J7 (2017) 32GB,개봉,테두리,테두리,없음,없음,없음
16시간 전,E,"67,000",아이폰 X 256GB,개봉,전면,테두리,없음,없음,없음
16시간 전,C,"12,000",갤럭시 J7 (2017) 32GB,개봉,전면,전면,없음,없음,없음
16시간 전,E,"67,000",아이폰 X 256GB,개봉,없음,없음,LCD 파손,배터리성능저하,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
16시간 전,B,"425,000",아이폰 12 프로 128GB,개봉,테두리,없음,없음,없음,없음
16시간 전,A,"152,000",아이폰 SE2 (2020) 64GB,개봉,테두리,없음,없음,없음,없음
16시간 전,D,"22,000",아이폰 7 128GB,개봉,없음,없음,없음,없음,없음
16시간 전,E,"187,000",아이폰 13 프로 512GB,개봉,전면,테두리,없음,없음,생체인식
16시간 전,C,"103,000",갤럭시 노트 9 128GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",LCD 파손,"배터리성능저하, 터치","E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
16시간 전,A,"27,000",갤럭시 J5 (2017) 32GB,개봉,"전면, 후면",전면,없음,없음,없음
16시간 전,E,"47,000",갤럭시Z플립4 256GB,개봉,없음,없음,없음,없음,없음
16시간 전,F,"2,000",아이폰 6 16GB,개봉,테두리,없음,LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
